submit,prop,cond,bet,guess,pbet,pguess,key1,key2,ckey1,ckey2,cguess,locked,endTR,subnum,subject
40,141,4,60,1,52,0,4,0,-999999,-999999,-999999,0,134,10,'591-AJ-1'
-999999,142,1,35,1,50,1,-999999,-999999,-999999,-999999,1,1,935,10,'591-AJ-1'
45,143,4,50,1,42,0,4,5,-999999,-999999,-999999,0,875,10,'591-AJ-1'
60,144,2,55,1,60,1,6,0,-999999,-999999,-999999,0,587,10,'591-AJ-1'
35,145,3,55,1,47,0,3,5,-999999,-999999,-999999,0,87,10,'591-AJ-1'
30,146,5,35,0,-999999,-999999,3,0,-999999,-999999,-999999,0,1464,10,'591-AJ-1'
60,147,5,60,1,-999999,-999999,6,0,-999999,-999999,-999999,0,70,10,'591-AJ-1'
40,148,4,44,1,37,0,4,0,-999999,-999999,-999999,0,479,10,'591-AJ-1'
15,149,1,5,0,17,0,1,5,-999999,-999999,-999999,0,1367,10,'591-AJ-1'
60,150,1,60,1,34,1,6,0,-999999,-999999,-999999,0,1200,10,'591-AJ-1'
60,151,1,45,0,53,0,6,0,-999999,-999999,-999999,0,257,10,'591-AJ-1'
60,152,2,60,1,57,1,6,0,-999999,-999999,-999999,0,1046,10,'591-AJ-1'
35,153,5,33,1,-999999,-999999,3,5,-999999,-999999,-999999,0,1113,10,'591-AJ-1'
-999999,154,5,35,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,469,10,'591-AJ-1'
15,155,3,10,0,14,1,1,5,-999999,-999999,-999999,0,357,10,'591-AJ-1'
55,156,1,60,1,34,1,5,5,3,4,-999999,0,214,10,'591-AJ-1'
60,157,1,55,1,57,1,6,0,-999999,-999999,-999999,0,175,10,'591-AJ-1'
10,158,3,10,1,21,0,1,0,-999999,-999999,0,0,11,10,'591-AJ-1'
20,159,5,25,0,-999999,-999999,2,0,-999999,-999999,-999999,0,316,10,'591-AJ-1'
25,160,3,36,1,41,0,2,5,-999999,-999999,-999999,0,1432,10,'591-AJ-1'
10,161,2,10,0,20,0,1,0,-999999,-999999,-999999,0,918,10,'591-AJ-1'
15,162,4,60,1,60,0,1,5,-999999,-999999,-999999,0,668,10,'591-AJ-1'
20,163,4,25,0,21,1,2,0,-999999,-999999,-999999,0,743,10,'591-AJ-1'
45,164,3,45,0,43,1,4,5,-999999,-999999,0,0,240,10,'591-AJ-1'
20,165,3,25,0,25,1,2,0,-999999,-999999,-999999,0,429,10,'591-AJ-1'
45,166,5,45,1,-999999,-999999,4,5,-999999,-999999,-999999,0,763,10,'591-AJ-1'
45,167,2,35,0,34,0,4,5,-999999,-999999,-999999,0,124,10,'591-AJ-1'
25,168,4,35,0,31,1,2,5,-999999,-999999,-999999,0,38,10,'591-AJ-1'
25,169,3,55,1,47,0,2,5,-999999,-999999,-999999,0,1482,10,'591-AJ-1'
55,170,2,55,1,54,1,5,5,-999999,-999999,-999999,0,95,10,'591-AJ-1'
40,171,3,45,1,44,0,4,0,-999999,-999999,-999999,0,1283,10,'591-AJ-1'
-999999,172,2,40,1,35,1,-999999,-999999,-999999,-999999,-999999,1,614,10,'591-AJ-1'
5,173,4,10,0,22,1,0,5,-999999,-999999,-999999,0,265,10,'591-AJ-1'
30,174,3,35,1,37,0,3,0,-999999,-999999,-999999,0,883,10,'591-AJ-1'
60,175,1,35,1,51,1,6,0,-999999,-999999,-999999,0,1008,10,'591-AJ-1'
37,1,3,40,0,47,1,3,7,-999999,-999999,-999999,0,1180,11,'591-AK-1'
-999999,2,5,5,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,1152,11,'591-AK-1'
50,3,5,10,1,-999999,-999999,5,0,-999999,-999999,-999999,0,629,11,'591-AK-1'
5,4,3,10,1,21,0,0,5,-999999,-999999,-999999,0,1171,11,'591-AK-1'
5,5,4,10,0,7,1,0,5,-999999,-999999,-999999,0,1439,11,'591-AK-1'
5,6,4,10,0,5,1,0,5,-999999,-999999,-999999,0,292,11,'591-AK-1'
5,7,4,10,0,3,1,0,5,-999999,-999999,1,0,257,11,'591-AK-1'
-999999,8,1,1,1,4,1,5,-999999,-999999,-999999,1,0,932,11,'591-AK-1'
5,9,1,5,0,7,0,0,5,0,7,-999999,0,950,11,'591-AK-1'
5,10,1,5,0,4,0,0,5,-999999,-999999,-999999,0,905,11,'591-AK-1'
15,11,1,10,0,7,0,1,5,-999999,-999999,-999999,0,614,11,'591-AK-1'
5,12,4,10,1,6,0,0,5,-999999,-999999,-999999,0,1316,11,'591-AK-1'
10,13,4,10,0,5,1,1,0,-999999,-999999,-999999,0,1107,11,'591-AK-1'
-999999,14,1,10,0,16,0,-999999,-999999,-999999,-999999,-999999,1,420,11,'591-AK-1'
10,15,1,4,1,13,1,1,0,-999999,-999999,-999999,0,637,11,'591-AK-1'
5,16,2,5,0,3,0,0,5,0,3,-999999,0,1365,11,'591-AK-1'
5,17,4,5,0,3,1,0,5,-999999,-999999,1,0,1490,11,'591-AK-1'
5,18,1,5,1,13,1,0,5,-999999,-999999,-999999,0,216,11,'591-AK-1'
10,19,2,1,1,30,1,1,0,-999999,-999999,-999999,0,744,11,'591-AK-1'
10,20,2,10,1,6,1,1,0,0,6,-999999,0,1479,11,'591-AK-1'
-999999,21,3,10,0,14,1,-999999,-999999,-999999,-999999,-999999,1,10,11,'591-AK-1'
-999999,22,3,25,1,34,0,-999999,-999999,-999999,-999999,-999999,1,317,11,'591-AK-1'
50,23,1,10,0,17,0,5,0,-999999,-999999,-999999,0,346,11,'591-AK-1'
10,24,3,10,0,17,1,1,0,-999999,-999999,-999999,0,913,11,'591-AK-1'
10,25,2,10,0,5,0,1,0,-999999,-999999,-999999,0,427,11,'591-AK-1'
10,26,4,40,0,21,1,1,0,-999999,-999999,1,0,546,11,'591-AK-1'
5,27,4,10,1,3,0,0,5,-999999,-999999,-999999,0,452,11,'591-AK-1'
5,28,3,10,0,11,1,0,5,-999999,-999999,-999999,0,308,11,'591-AK-1'
50,29,1,30,1,37,1,5,0,-999999,-999999,-999999,0,435,11,'591-AK-1'
10,30,2,10,1,7,1,1,0,-999999,-999999,1,0,374,11,'591-AK-1'
30,31,1,10,1,21,1,3,0,-999999,-999999,-999999,0,1098,11,'591-AK-1'
5,32,4,10,0,5,1,0,5,-999999,-999999,-999999,0,174,11,'591-AK-1'
5,33,3,17,1,14,0,0,5,-999999,-999999,-999999,0,1233,11,'591-AK-1'
10,34,2,5,0,3,0,1,0,0,3,-999999,0,1162,11,'591-AK-1'
10,35,1,5,0,11,0,1,0,-999999,-999999,-999999,0,78,11,'591-AK-1'
5,36,5,4,1,-999999,-999999,0,5,-999999,-999999,-999999,0,1323,11,'591-AK-1'
10,37,1,5,0,11,0,1,0,-999999,-999999,-999999,0,1397,11,'591-AK-1'
5,38,2,5,0,3,0,0,5,-999999,-999999,-999999,0,299,11,'591-AK-1'
-999999,39,2,10,1,5,1,-999999,-999999,-999999,-999999,-999999,1,355,11,'591-AK-1'
5,40,3,10,0,20,1,0,5,-999999,-999999,-999999,0,1035,11,'591-AK-1'
5,41,3,10,0,13,1,0,5,-999999,-999999,-999999,0,768,11,'591-AK-1'
10,42,1,10,0,11,0,1,0,-999999,-999999,-999999,0,1014,11,'591-AK-1'
5,43,2,5,0,3,0,0,5,-999999,-999999,-999999,0,1005,11,'591-AK-1'
-999999,44,1,1,0,5,0,-999999,-999999,-999999,-999999,1,1,1053,11,'591-AK-1'
5,45,2,10,1,6,1,0,5,-999999,-999999,-999999,0,647,11,'591-AK-1'
5,46,4,5,0,2,1,0,5,-999999,-999999,-999999,0,533,11,'591-AK-1'
5,47,4,10,0,4,1,0,5,-999999,-999999,-999999,0,1070,11,'591-AK-1'
5,48,4,2,0,1,1,0,5,-999999,-999999,-999999,0,620,11,'591-AK-1'
15,49,1,10,0,17,0,1,5,-999999,-999999,-999999,0,525,11,'591-AK-1'
10,50,2,10,1,4,1,1,0,-999999,-999999,-999999,0,181,11,'591-AK-1'
5,51,3,1,0,6,1,0,5,-999999,-999999,-999999,0,1143,11,'591-AK-1'
10,52,1,2,1,7,1,1,0,0,7,-999999,0,1209,11,'591-AK-1'
3,53,4,5,1,3,0,0,3,-999999,-999999,-999999,0,982,11,'591-AK-1'
3,54,3,10,0,13,1,0,3,-999999,-999999,-999999,0,284,11,'591-AK-1'
10,55,3,4,0,4,1,1,0,-999999,-999999,-999999,0,1114,11,'591-AK-1'
10,56,2,10,1,4,1,1,0,-999999,-999999,-999999,0,145,11,'591-AK-1'
5,57,2,4,1,2,1,0,5,-999999,-999999,-999999,0,460,11,'591-AK-1'
20,58,1,10,1,17,1,2,0,-999999,-999999,-999999,0,208,11,'591-AK-1'
30,59,1,27,0,32,0,3,0,-999999,-999999,-999999,0,45,11,'591-AK-1'
5,60,3,4,0,3,1,0,5,-999999,-999999,0,0,166,11,'591-AK-1'
5,61,2,10,0,3,0,0,5,-999999,-999999,-999999,0,1509,11,'591-AK-1'
10,62,1,10,0,17,0,1,0,-999999,-999999,-999999,0,1431,11,'591-AK-1'
10,63,2,10,1,6,1,1,0,-999999,-999999,-999999,0,36,11,'591-AK-1'
1,64,4,3,1,2,0,0,1,-999999,-999999,-999999,0,804,11,'591-AK-1'
30,65,5,30,1,-999999,-999999,3,0,-999999,-999999,-999999,0,775,11,'591-AK-1'
5,66,5,5,1,-999999,-999999,0,5,-999999,-999999,-999999,0,393,11,'591-AK-1'
60,67,2,50,1,37,1,6,0,-999999,-999999,-999999,0,443,11,'591-AK-1'
6,68,2,5,0,3,0,0,6,-999999,-999999,-999999,0,1356,11,'591-AK-1'
5,69,4,7,0,4,1,0,5,0,4,-999999,0,338,11,'591-AK-1'
-999999,70,2,5,0,3,0,-999999,-999999,-999999,-999999,0,1,1407,11,'591-AK-1'
5,71,2,4,1,2,1,0,5,-999999,-999999,-999999,0,138,11,'591-AK-1'
-999999,72,3,2,1,5,0,-999999,-999999,0,4,-999999,1,565,11,'591-AK-1'
5,73,1,5,0,7,0,0,5,-999999,-999999,-999999,0,783,11,'591-AK-1'
60,74,2,10,0,4,0,6,0,-999999,-999999,-999999,0,247,11,'591-AK-1'
10,75,1,5,1,11,1,1,0,-999999,-999999,-999999,0,864,11,'591-AK-1'
5,76,1,5,1,7,1,0,5,-999999,-999999,-999999,0,1225,11,'591-AK-1'
5,77,4,10,1,3,0,0,5,-999999,-999999,-999999,0,581,11,'591-AK-1'
5,78,2,5,0,3,0,0,5,-999999,-999999,-999999,0,232,11,'591-AK-1'
5,79,2,10,1,3,1,0,5,-999999,-999999,-999999,0,671,11,'591-AK-1'
20,80,1,10,0,17,0,2,0,-999999,-999999,-999999,0,1375,11,'591-AK-1'
20,81,4,20,0,5,1,2,0,-999999,-999999,-999999,0,1332,11,'591-AK-1'
10,82,3,10,0,15,1,1,0,-999999,-999999,-999999,0,54,11,'591-AK-1'
-999999,83,5,4,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,606,11,'591-AK-1'
10,84,5,20,1,-999999,-999999,1,0,-999999,-999999,-999999,0,70,11,'591-AK-1'
1,85,3,2,0,7,1,0,1,-999999,-999999,-999999,0,1423,11,'591-AK-1'
-999999,86,3,10,1,17,0,-999999,-999999,-999999,-999999,-999999,1,1078,11,'591-AK-1'
20,87,1,11,0,15,0,2,0,-999999,-999999,-999999,0,113,11,'591-AK-1'
5,88,2,10,1,4,1,0,5,-999999,-999999,-999999,0,1292,11,'591-AK-1'
5,89,4,10,0,6,1,0,5,-999999,-999999,-999999,0,704,11,'591-AK-1'
5,90,3,10,1,11,0,0,5,-999999,-999999,-999999,0,890,11,'591-AK-1'
40,91,1,10,0,15,0,4,0,-999999,-999999,-999999,0,265,11,'591-AK-1'
5,92,5,10,0,-999999,-999999,0,5,-999999,-999999,-999999,0,1307,11,'591-AK-1'
-999999,93,1,5,1,7,1,-999999,-999999,0,7,-999999,1,1192,11,'591-AK-1'
60,94,1,40,0,47,0,6,0,-999999,-999999,-999999,0,1257,11,'591-AK-1'
3,95,3,3,0,6,1,0,3,-999999,-999999,-999999,0,1414,11,'591-AK-1'
60,96,1,50,1,45,1,6,0,-999999,-999999,-999999,0,697,11,'591-AK-1'
5,97,2,5,0,3,0,0,5,-999999,-999999,-999999,0,974,11,'591-AK-1'
10,98,4,10,1,7,0,1,0,-999999,-999999,-999999,0,1136,11,'591-AK-1'
-999999,99,4,4,0,2,1,-999999,-999999,-999999,-999999,-999999,1,97,11,'591-AK-1'
10,100,2,10,0,4,0,1,0,-999999,-999999,-999999,0,201,11,'591-AK-1'
10,101,2,10,0,6,0,1,0,-999999,-999999,-999999,0,1301,11,'591-AK-1'
5,102,3,2,0,10,1,0,5,-999999,-999999,-999999,0,492,11,'591-AK-1'
5,103,4,5,1,3,0,0,5,-999999,-999999,-999999,0,1200,11,'591-AK-1'
1,104,3,2,0,16,1,0,1,-999999,-999999,-999999,0,506,11,'591-AK-1'
20,105,3,50,0,46,1,2,0,-999999,-999999,-999999,0,1383,11,'591-AK-1'
2,106,4,2,1,1,0,0,2,0,1,-999999,0,28,11,'591-AK-1'
5,107,1,2,1,5,1,0,5,-999999,-999999,-999999,0,240,11,'591-AK-1'
5,108,4,5,1,2,0,0,5,-999999,-999999,-999999,0,484,11,'591-AK-1'
10,109,3,10,0,12,1,1,0,1,2,-999999,0,517,11,'591-AK-1'
10,110,2,10,0,5,0,1,0,-999999,-999999,-999999,0,881,11,'591-AK-1'
2,111,2,2,0,1,0,0,2,-999999,-999999,-999999,0,721,11,'591-AK-1'
-999999,112,5,10,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,402,11,'591-AK-1'
5,113,5,5,0,-999999,-999999,0,5,-999999,-999999,-999999,0,872,11,'591-AK-1'
5,114,3,10,1,10,0,0,5,-999999,-999999,-999999,0,998,11,'591-AK-1'
5,115,4,10,0,6,1,0,5,-999999,-999999,-999999,0,1284,11,'591-AK-1'
10,116,3,10,0,12,1,1,0,-999999,-999999,-999999,0,821,11,'591-AK-1'
5,117,4,10,1,6,0,0,5,-999999,-999999,-999999,0,761,11,'591-AK-1'
30,118,1,7,0,17,0,3,0,-999999,-999999,-999999,0,1043,11,'591-AK-1'
5,119,4,10,1,6,0,0,5,-999999,-999999,-999999,0,965,11,'591-AK-1'
-999999,120,4,2,1,1,0,-999999,-999999,-999999,-999999,-999999,1,274,11,'591-AK-1'
5,121,3,4,0,4,1,0,5,-999999,-999999,-999999,0,990,11,'591-AK-1'
50,122,5,4,1,-999999,-999999,5,0,-999999,-999999,-999999,0,499,11,'591-AK-1'
10,123,5,10,0,-999999,-999999,1,0,-999999,-999999,-999999,0,1217,11,'591-AK-1'
7,124,3,5,0,10,1,0,7,-999999,-999999,-999999,0,1022,11,'591-AK-1'
5,125,4,2,0,1,1,0,5,-999999,-999999,-999999,0,1248,11,'591-AK-1'
5,126,4,4,1,2,0,0,5,-999999,-999999,-999999,0,327,11,'591-AK-1'
1,127,4,5,0,3,1,0,1,-999999,-999999,-999999,0,846,11,'591-AK-1'
10,128,1,3,0,5,0,1,0,-999999,-999999,-999999,0,680,11,'591-AK-1'
10,129,1,7,0,12,0,1,0,-999999,-999999,0,0,1468,11,'591-AK-1'
10,130,2,10,1,6,1,1,0,-999999,-999999,-999999,0,922,11,'591-AK-1'
25,131,2,30,1,14,1,2,5,-999999,-999999,-999999,0,19,11,'591-AK-1'
5,132,5,5,0,-999999,-999999,0,5,-999999,-999999,-999999,0,828,11,'591-AK-1'
-999999,133,4,5,0,3,1,-999999,-999999,-999999,-999999,-999999,1,1499,11,'591-AK-1'
10,134,3,7,1,17,0,1,0,-999999,-999999,-999999,0,1449,11,'591-AK-1'
5,135,4,10,1,3,0,0,5,-999999,-999999,-999999,0,655,11,'591-AK-1'
5,136,1,5,1,7,1,0,5,-999999,-999999,-999999,0,663,11,'591-AK-1'
2,137,2,4,0,2,0,0,2,-999999,-999999,-999999,0,597,11,'591-AK-1'
50,138,2,30,1,17,1,5,0,-999999,-999999,-999999,0,689,11,'591-AK-1'
5,139,4,2,0,1,1,0,5,-999999,-999999,-999999,0,224,11,'591-AK-1'
5,140,1,4,0,1,0,0,5,-999999,-999999,-999999,0,1391,11,'591-AK-1'
30,141,4,40,1,22,0,3,0,-999999,-999999,-999999,0,1124,11,'591-AK-1'
10,142,4,10,1,6,0,1,0,0,-999999,-999999,0,192,11,'591-AK-1'
5,143,3,10,1,13,0,0,5,1,3,-999999,0,156,11,'591-AK-1'
50,144,1,20,1,26,1,5,0,-999999,-999999,-999999,0,940,11,'591-AK-1'
-999999,145,2,20,1,7,1,-999999,-999999,-999999,-999999,-999999,1,855,11,'591-AK-1'
1,146,3,1,1,6,0,0,1,-999999,-999999,-999999,0,467,11,'591-AK-1'
20,147,3,20,1,23,0,2,0,-999999,-999999,-999999,0,1339,11,'591-AK-1'
10,148,5,10,1,-999999,-999999,1,0,-999999,-999999,-999999,0,1458,11,'591-AK-1'
11,149,2,10,1,5,1,1,1,-999999,-999999,-999999,0,121,11,'591-AK-1'
5,150,3,6,1,7,0,0,5,-999999,-999999,0,0,838,11,'591-AK-1'
5,151,3,4,0,7,1,0,5,-999999,-999999,-999999,0,1275,11,'591-AK-1'
5,152,3,7,1,16,0,0,5,-999999,-999999,-999999,0,62,11,'591-AK-1'
50,153,1,7,1,13,1,5,0,-999999,-999999,-999999,0,364,11,'591-AK-1'
5,154,4,10,1,5,0,0,5,-999999,-999999,-999999,0,87,11,'591-AK-1'
5,155,3,10,1,11,0,0,5,-999999,-999999,-999999,0,554,11,'591-AK-1'
-999999,156,1,10,0,17,0,-999999,-999999,-999999,-999999,-999999,1,105,11,'591-AK-1'
60,157,1,36,1,37,1,6,0,-999999,-999999,-999999,0,729,11,'591-AK-1'
2,158,2,2,1,1,1,0,2,-999999,-999999,-999999,0,812,11,'591-AK-1'
-999999,159,2,10,1,7,1,-999999,-999999,-999999,-999999,1,1,794,11,'591-AK-1'
5,160,4,10,0,2,1,0,5,-999999,-999999,-999999,0,1240,11,'591-AK-1'
20,161,2,10,0,6,0,2,0,-999999,-999999,-999999,0,475,11,'591-AK-1'
3,162,4,5,0,2,1,0,3,-999999,-999999,-999999,0,958,11,'591-AK-1'
5,163,5,5,1,-999999,-999999,0,5,-999999,-999999,-999999,0,385,11,'591-AK-1'
10,164,1,1,0,11,0,1,0,-999999,-999999,-999999,0,713,11,'591-AK-1'
5,165,2,5,0,3,0,0,5,-999999,-999999,-999999,0,1062,11,'591-AK-1'
10,166,2,10,1,6,1,1,0,-999999,-999999,-999999,0,129,11,'591-AK-1'
5,167,3,10,1,23,0,0,5,-999999,-999999,-999999,0,589,11,'591-AK-1'
20,168,3,27,1,33,0,2,0,-999999,-999999,-999999,0,573,11,'591-AK-1'
10,169,1,4,1,7,1,1,0,-999999,-999999,-999999,0,1348,11,'591-AK-1'
-999999,170,4,3,1,2,0,-999999,-999999,-999999,-999999,-999999,1,1088,11,'591-AK-1'
5,171,3,10,1,20,0,0,5,-999999,-999999,-999999,0,1029,11,'591-AK-1'
15,172,3,20,1,23,0,1,5,-999999,-999999,-999999,0,411,11,'591-AK-1'
2,173,4,3,1,2,0,0,2,-999999,-999999,-999999,0,897,11,'591-AK-1'
10,174,2,20,1,1,1,1,0,-999999,-999999,-999999,0,737,11,'591-AK-1'
10,175,3,4,1,6,0,1,0,-999999,-999999,-999999,0,1266,11,'591-AK-1'
54,1,1,60,1,7,1,5,4,-999999,-999999,0,0,262,13,'591-AM-1'
44,2,2,20,0,15,0,4,4,-999999,-999999,-999999,0,1428,13,'591-AM-1'
44,3,3,60,1,54,0,4,4,-999999,-999999,-999999,0,923,13,'591-AM-1'
25,4,4,60,1,55,0,2,5,-999999,-999999,-999999,0,655,13,'591-AM-1'
55,5,2,50,0,47,0,5,5,-999999,-999999,-999999,0,422,13,'591-AM-1'
-999999,6,5,30,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,1299,13,'591-AM-1'
44,7,3,10,0,17,1,4,4,-999999,-999999,-999999,0,1172,13,'591-AM-1'
14,8,2,10,1,16,1,1,4,1,5,-999999,0,175,13,'591-AM-1'
56,9,2,50,0,51,0,5,6,-999999,-999999,1,0,379,13,'591-AM-1'
-999999,10,3,30,0,44,1,-999999,-999999,-999999,-999999,-999999,1,403,13,'591-AM-1'
40,11,4,40,0,35,1,4,0,-999999,-999999,-999999,0,340,13,'591-AM-1'
55,12,1,50,1,50,1,5,5,-999999,-999999,-999999,0,713,13,'591-AM-1'
60,13,1,40,0,54,0,6,0,-999999,-999999,-999999,0,113,13,'591-AM-1'
60,14,1,50,0,47,0,6,0,-999999,-999999,-999999,0,1165,13,'591-AM-1'
45,15,4,50,1,47,0,4,5,-999999,-999999,-999999,0,493,13,'591-AM-1'
40,16,2,30,1,35,1,4,0,-999999,-999999,-999999,0,144,13,'591-AM-1'
40,17,1,30,0,36,0,4,0,-999999,-999999,-999999,0,290,13,'591-AM-1'
33,18,2,20,0,15,0,3,3,-999999,-999999,-999999,0,1118,13,'591-AM-1'
60,19,3,50,1,52,0,6,0,-999999,-999999,-999999,0,1279,13,'591-AM-1'
-999999,20,4,50,0,53,1,-999999,-999999,-999999,-999999,-999999,1,862,13,'591-AM-1'
30,21,3,10,0,24,1,3,0,-999999,-999999,0,0,210,13,'591-AM-1'
50,22,4,50,1,50,0,5,0,-999999,-999999,-999999,0,484,13,'591-AM-1'
-999999,23,1,20,0,31,0,-999999,-999999,-999999,-999999,-999999,1,1196,13,'591-AM-1'
35,24,4,50,0,54,1,3,5,-999999,-999999,1,0,772,13,'591-AM-1'
35,25,1,20,0,30,0,3,5,-999999,-999999,-999999,0,646,13,'591-AM-1'
66,26,1,40,0,50,0,6,6,-999999,-999999,-999999,0,738,13,'591-AM-1'
25,27,4,4,0,15,1,2,5,-999999,-999999,-999999,0,430,13,'591-AM-1'
65,28,1,30,0,41,0,6,5,-999999,-999999,-999999,0,17,13,'591-AM-1'
50,29,3,50,1,53,0,5,0,-999999,-999999,-999999,0,1045,13,'591-AM-1'
25,30,1,10,1,14,1,2,5,-999999,-999999,-999999,0,1021,13,'591-AM-1'
25,31,2,4,0,15,0,2,5,-999999,-999999,-999999,0,810,13,'591-AM-1'
57,32,2,30,0,34,0,5,7,-999999,-999999,-999999,0,1411,13,'591-AM-1'
60,33,1,40,0,47,0,6,0,-999999,-999999,-999999,0,793,13,'591-AM-1'
34,34,3,60,1,34,0,3,4,-999999,-999999,-999999,0,201,13,'591-AM-1'
22,35,1,10,0,14,0,2,2,-999999,-999999,-999999,0,449,13,'591-AM-1'
10,36,3,10,0,22,1,1,0,-999999,-999999,1,0,548,13,'591-AM-1'
35,37,4,60,1,53,0,3,5,-999999,-999999,-999999,0,529,13,'591-AM-1'
57,38,1,40,0,47,0,5,7,-999999,-999999,-999999,0,1229,13,'591-AM-1'
30,39,4,30,0,30,1,3,0,-999999,-999999,-999999,0,24,13,'591-AM-1'
25,40,3,50,0,56,1,2,5,-999999,-999999,-999999,0,619,13,'591-AM-1'
46,41,4,40,0,45,1,4,6,-999999,-999999,-999999,0,1394,13,'591-AM-1'
46,42,2,40,0,31,0,4,6,-999999,-999999,-999999,0,1090,13,'591-AM-1'
14,43,2,10,0,20,0,1,4,-999999,-999999,-999999,0,962,13,'591-AM-1'
30,44,1,20,0,27,0,3,0,-999999,-999999,0,0,664,13,'591-AM-1'
60,45,2,60,1,60,1,6,0,-999999,-999999,-999999,0,1420,13,'591-AM-1'
14,46,3,10,1,23,0,1,4,-999999,-999999,-999999,0,801,13,'591-AM-1'
55,47,1,50,1,50,1,5,5,-999999,-999999,-999999,0,673,13,'591-AM-1'
44,48,1,30,0,37,0,4,4,-999999,-999999,-999999,0,1072,13,'591-AM-1'
50,49,5,60,0,-999999,-999999,5,0,-999999,-999999,-999999,0,252,13,'591-AM-1'
60,50,1,60,0,31,0,6,0,-999999,-999999,-999999,0,1255,13,'591-AM-1'
55,51,1,40,1,50,1,5,5,-999999,-999999,-999999,0,880,13,'591-AM-1'
25,52,3,40,1,60,0,2,5,-999999,-999999,-999999,0,690,13,'591-AM-1'
16,53,4,20,0,17,1,1,6,-999999,-999999,-999999,0,836,13,'591-AM-1'
33,54,4,4,0,15,1,3,3,-999999,-999999,-999999,0,324,13,'591-AM-1'
60,55,5,60,0,-999999,-999999,6,0,-999999,-999999,-999999,0,348,13,'591-AM-1'
60,56,2,60,1,60,1,6,0,-999999,-999999,-999999,0,332,13,'591-AM-1'
46,57,2,20,0,16,0,4,6,-999999,-999999,-999999,0,192,13,'591-AM-1'
25,58,4,30,0,23,1,2,5,-999999,-999999,-999999,0,1518,13,'591-AM-1'
56,59,2,20,0,17,0,5,6,-999999,-999999,0,0,1101,13,'591-AM-1'
7,60,3,10,1,22,0,0,7,1,4,-999999,0,459,13,'591-AM-1'
-999999,61,5,40,1,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,439,13,'591-AM-1'
44,62,2,40,0,37,0,4,4,-999999,-999999,-999999,0,1157,13,'591-AM-1'
24,63,4,10,0,16,1,2,4,-999999,-999999,-999999,0,104,13,'591-AM-1'
-999999,64,3,20,0,32,1,-999999,-999999,-999999,-999999,-999999,1,845,13,'591-AM-1'
-999999,65,1,40,1,50,1,-999999,-999999,-999999,-999999,-999999,1,1473,13,'591-AM-1'
-999999,66,4,60,0,57,1,-999999,-999999,5,7,-999999,1,1439,13,'591-AM-1'
25,67,1,10,0,21,0,2,5,-999999,-999999,-999999,0,854,13,'591-AM-1'
44,68,2,40,0,36,0,4,4,-999999,-999999,-999999,0,1180,13,'591-AM-1'
33,69,3,60,0,35,1,3,3,-999999,-999999,-999999,0,577,13,'591-AM-1'
60,70,5,50,0,-999999,-999999,6,0,-999999,-999999,-999999,0,1496,13,'591-AM-1'
46,71,3,40,0,56,1,4,6,5,6,-999999,0,1063,13,'591-AM-1'
30,72,3,50,1,57,0,3,0,-999999,-999999,-999999,0,819,13,'591-AM-1'
-999999,73,1,50,0,47,0,-999999,-999999,-999999,-999999,-999999,1,88,13,'591-AM-1'
60,74,3,40,0,57,1,6,0,-999999,-999999,-999999,0,682,13,'591-AM-1'
60,75,5,60,1,-999999,-999999,6,0,-999999,-999999,-999999,0,914,13,'591-AM-1'
35,76,4,10,1,16,0,3,5,-999999,-999999,-999999,0,1213,13,'591-AM-1'
55,77,2,30,0,31,0,5,5,-999999,-999999,-999999,0,1238,13,'591-AM-1'
55,78,2,50,0,51,0,5,5,-999999,-999999,-999999,0,512,13,'591-AM-1'
-999999,79,2,60,1,60,1,-999999,-999999,-999999,-999999,1,1,559,13,'591-AM-1'
35,80,4,40,0,30,1,3,5,3,0,-999999,0,873,13,'591-AM-1'
60,81,1,60,0,51,0,6,0,-999999,-999999,-999999,0,698,13,'591-AM-1'
50,82,1,40,1,51,1,5,0,-999999,-999999,-999999,0,611,13,'591-AM-1'
55,83,3,50,0,55,1,5,5,-999999,-999999,-999999,0,593,13,'591-AM-1'
35,84,3,60,1,30,0,3,5,-999999,-999999,-999999,0,244,13,'591-AM-1'
20,85,3,20,0,35,1,2,0,-999999,-999999,-999999,0,97,13,'591-AM-1'
60,86,1,30,1,44,1,6,0,-999999,-999999,-999999,0,81,13,'591-AM-1'
24,87,1,10,0,24,0,2,4,-999999,-999999,-999999,0,979,13,'591-AM-1'
55,88,5,10,1,-999999,-999999,5,5,-999999,-999999,-999999,0,1204,13,'591-AM-1'
44,89,3,60,0,40,1,4,4,4,0,-999999,0,281,13,'591-AM-1'
60,90,2,50,0,40,0,6,0,-999999,-999999,-999999,0,226,13,'591-AM-1'
-999999,91,4,10,0,17,1,-999999,-999999,-999999,-999999,-999999,1,316,13,'591-AM-1'
-999999,92,4,50,0,47,1,-999999,-999999,4,5,-999999,1,54,13,'591-AM-1'
