submit,prop,cond,bet,guess,pbet,pguess,key1,key2,ckey1,ckey2,cguess,locked,endTR,subnum,subject
16,1,3,4,0,15,1,1,6,-999999,-999999,-999999,0,483,20,'591-AX-1'
34,2,1,23,1,34,1,3,4,3,4,-999999,0,391,20,'591-AX-1'
3,3,4,20,1,3,0,0,3,-999999,-999999,-999999,0,1385,20,'591-AX-1'
55,4,3,47,1,55,0,5,5,-999999,-999999,-999999,0,1332,20,'591-AX-1'
4,5,5,4,1,-999999,-999999,0,4,-999999,-999999,-999999,0,938,20,'591-AX-1'
72,6,5,32,0,-999999,-999999,7,2,-999999,-999999,-999999,0,1101,20,'591-AX-1'
16,7,2,32,1,16,1,1,6,-999999,-999999,-999999,0,448,20,'591-AX-1'
20,8,2,30,0,20,0,2,0,-999999,-999999,-999999,0,71,20,'591-AX-1'
11,9,2,27,1,11,1,1,1,-999999,-999999,-999999,0,604,20,'591-AX-1'
1,10,2,20,0,1,0,0,1,-999999,-999999,-999999,0,1438,20,'591-AX-1'
24,11,4,37,0,24,1,2,4,2,4,-999999,0,1197,20,'591-AX-1'
-999999,12,1,20,1,33,1,-999999,-999999,3,3,-999999,1,523,20,'591-AX-1'
3,13,2,23,0,3,0,0,3,-999999,-999999,-999999,0,695,20,'591-AX-1'
47,14,3,43,0,47,1,4,7,-999999,-999999,-999999,0,207,20,'591-AX-1'
-999999,15,4,21,0,7,1,7,-999999,-999999,-999999,-999999,0,342,20,'591-AX-1'
23,16,4,40,1,24,0,2,3,-999999,-999999,1,0,273,20,'591-AX-1'
-999999,17,5,4,0,-999999,-999999,3,-999999,-999999,-999999,-999999,0,377,20,'591-AX-1'
71,18,2,14,0,7,0,7,1,-999999,-999999,1,0,54,20,'591-AX-1'
4,19,4,20,1,4,0,0,4,-999999,-999999,-999999,0,492,20,'591-AX-1'
37,20,3,27,1,37,0,3,7,-999999,-999999,-999999,0,1411,20,'591-AX-1'
25,21,4,37,0,25,1,2,5,-999999,-999999,-999999,0,1518,20,'591-AX-1'
35,22,3,20,1,35,0,3,5,3,5,-999999,0,623,20,'591-AX-1'
35,23,3,26,1,35,0,3,5,-999999,-999999,-999999,0,560,20,'591-AX-1'
14,24,4,27,0,14,1,1,4,-999999,-999999,-999999,0,1298,20,'591-AX-1'
20,25,5,20,1,-999999,-999999,2,0,-999999,-999999,-999999,0,820,20,'591-AX-1'
32,26,3,20,0,32,1,3,2,-999999,-999999,-999999,0,922,20,'591-AX-1'
35,27,4,52,1,35,0,3,5,-999999,-999999,-999999,0,1174,20,'591-AX-1'
1,28,5,10,0,-999999,-999999,0,1,-999999,-999999,-999999,0,1256,20,'591-AX-1'
34,29,1,27,1,34,1,3,4,-999999,-999999,-999999,0,540,20,'591-AX-1'
40,30,1,23,1,40,1,4,0,-999999,-999999,-999999,0,1051,20,'591-AX-1'
17,31,4,30,0,17,1,1,7,-999999,-999999,-999999,0,350,20,'591-AX-1'
1,32,5,7,0,-999999,-999999,0,1,-999999,-999999,-999999,0,1144,20,'591-AX-1'
21,33,5,21,0,-999999,-999999,2,1,-999999,-999999,-999999,0,886,20,'591-AX-1'
23,34,1,6,0,24,0,2,3,-999999,-999999,-999999,0,1009,20,'591-AX-1'
-999999,35,5,20,0,-999999,-999999,2,-999999,-999999,-999999,-999999,0,501,20,'591-AX-1'
42,36,4,54,0,42,1,4,2,-999999,-999999,-999999,0,843,20,'591-AX-1'
37,37,4,52,0,37,1,3,7,-999999,-999999,-999999,0,1117,20,'591-AX-1'
41,38,3,27,1,41,0,4,1,-999999,-999999,-999999,0,1059,20,'591-AX-1'
31,39,2,36,1,31,1,3,1,-999999,-999999,-999999,0,429,20,'591-AX-1'
17,40,1,1,0,16,0,1,7,-999999,-999999,-999999,0,1067,20,'591-AX-1'
41,41,1,21,0,41,0,4,1,-999999,-999999,-999999,0,1349,20,'591-AX-1'
40,42,3,40,0,52,1,4,0,-999999,-999999,-999999,0,410,20,'591-AX-1'
41,43,1,32,0,51,0,4,1,-999999,-999999,-999999,0,1026,20,'591-AX-1'
40,44,4,52,0,40,1,4,0,-999999,-999999,-999999,0,702,20,'591-AX-1'
-999999,45,4,20,0,4,1,-999999,-999999,-999999,-999999,-999999,1,243,20,'591-AX-1'
70,46,3,32,0,52,1,7,0,-999999,-999999,-999999,0,104,20,'591-AX-1'
4,47,2,6,0,4,0,0,4,-999999,-999999,-999999,0,946,20,'591-AX-1'
27,48,4,44,0,27,1,2,7,-999999,-999999,-999999,0,290,20,'591-AX-1'
46,49,1,37,0,46,0,4,6,-999999,-999999,-999999,0,1446,20,'591-AX-1'
27,50,3,4,1,27,0,2,7,-999999,-999999,-999999,0,905,20,'591-AX-1'
43,51,3,30,0,43,1,4,3,-999999,-999999,0,0,1208,20,'591-AX-1'
-999999,52,3,20,0,34,1,-999999,-999999,-999999,-999999,-999999,1,642,20,'591-AX-1'
20,53,3,7,0,23,1,2,0,-999999,-999999,-999999,0,25,20,'591-AX-1'
30,54,1,23,0,33,0,3,0,-999999,-999999,-999999,0,96,20,'591-AX-1'
40,55,1,21,0,40,0,4,0,-999999,-999999,-999999,0,1394,20,'591-AX-1'
40,56,4,50,1,37,0,4,0,-999999,-999999,-999999,0,144,20,'591-AX-1'
50,57,1,36,1,50,1,5,0,-999999,-999999,1,0,1265,20,'591-AX-1'
37,58,3,26,1,37,0,3,7,-999999,-999999,-999999,0,965,20,'591-AX-1'
57,59,3,55,0,57,1,5,7,-999999,-999999,-999999,0,1077,20,'591-AX-1'
40,60,1,27,0,40,0,4,0,-999999,-999999,-999999,0,1461,20,'591-AX-1'
44,61,3,21,0,44,1,4,4,-999999,-999999,-999999,0,722,20,'591-AX-1'
27,62,4,36,0,27,1,2,7,2,7,-999999,0,1185,20,'591-AX-1'
37,63,3,20,0,37,1,3,7,-999999,-999999,-999999,0,587,20,'591-AX-1'
60,64,1,37,1,54,1,6,0,-999999,-999999,-999999,0,439,20,'591-AX-1'
36,65,3,27,1,46,0,3,6,-999999,-999999,-999999,0,1042,20,'591-AX-1'
-999999,66,1,52,1,56,1,-999999,-999999,-999999,-999999,-999999,1,1127,20,'591-AX-1'
34,67,1,20,0,34,0,3,4,-999999,-999999,-999999,0,579,20,'591-AX-1'
33,68,4,45,0,33,1,3,3,-999999,-999999,-999999,0,88,20,'591-AX-1'
17,69,4,33,1,17,0,1,7,-999999,-999999,-999999,0,475,20,'591-AX-1'
2,70,2,5,0,3,0,0,2,-999999,-999999,-999999,0,1232,20,'591-AX-1'
46,71,1,26,1,46,1,4,6,-999999,-999999,-999999,0,956,20,'591-AX-1'
1,72,2,2,0,1,0,0,1,-999999,-999999,-999999,0,466,20,'591-AX-1'
7,73,4,7,1,6,0,0,7,0,6,-999999,0,743,20,'591-AX-1'
-999999,74,2,26,0,7,0,-999999,-999999,3,7,-999999,1,262,20,'591-AX-1'
7,75,2,20,0,7,0,0,7,-999999,-999999,-999999,0,1478,20,'591-AX-1'
1,76,5,26,0,-999999,-999999,0,1,-999999,-999999,-999999,0,1553,20,'591-AX-1'
-999999,77,1,27,1,43,1,-999999,-999999,-999999,-999999,-999999,1,162,20,'591-AX-1'
20,78,2,32,0,20,0,2,0,-999999,-999999,-999999,0,913,20,'591-AX-1'
2,79,2,4,0,3,0,0,2,-999999,-999999,-999999,0,1290,20,'591-AX-1'
7,80,2,21,0,7,0,0,7,-999999,-999999,-999999,0,775,20,'591-AX-1'
21,81,2,30,0,21,0,2,1,-999999,-999999,-999999,0,783,20,'591-AX-1'
12,82,4,22,0,12,1,1,2,-999999,-999999,-999999,0,298,20,'591-AX-1'
17,83,2,30,0,17,0,1,7,-999999,-999999,-999999,0,1528,20,'591-AX-1'
52,84,3,46,1,52,0,5,2,-999999,-999999,-999999,0,633,20,'591-AX-1'
57,85,3,53,0,57,1,5,7,-999999,-999999,-999999,0,1367,20,'591-AX-1'
1,86,2,2,0,1,0,0,1,-999999,-999999,-999999,0,660,20,'591-AX-1'
50,87,1,30,0,43,0,5,0,-999999,-999999,-999999,0,129,20,'591-AX-1'
42,88,1,27,0,42,0,4,2,-999999,-999999,-999999,0,1402,20,'591-AX-1'
50,89,1,26,0,50,0,5,0,-999999,-999999,-999999,0,836,20,'591-AX-1'
17,90,1,3,0,16,0,1,7,-999999,-999999,-999999,0,805,20,'591-AX-1'
-999999,91,2,10,0,7,0,-999999,-999999,-999999,-999999,-999999,1,668,20,'591-AX-1'
20,92,5,60,0,-999999,-999999,2,0,-999999,-999999,-999999,0,42,20,'591-AX-1'
13,93,4,31,1,13,0,1,3,-999999,-999999,-999999,0,359,20,'591-AX-1'
15,94,1,1,0,15,0,1,5,-999999,-999999,-999999,0,685,20,'591-AX-1'
50,95,1,41,0,50,0,5,0,-999999,-999999,-999999,0,1470,20,'591-AX-1'
56,96,1,54,1,56,1,5,6,-999999,-999999,-999999,0,315,20,'591-AX-1'
-999999,97,3,20,1,30,0,-999999,-999999,-999999,-999999,-999999,1,188,20,'591-AX-1'
32,98,4,40,1,32,0,3,2,-999999,-999999,0,0,992,20,'591-AX-1'
45,99,1,30,0,45,0,4,5,-999999,-999999,-999999,0,1536,20,'591-AX-1'
37,100,3,20,0,37,1,3,7,-999999,-999999,-999999,0,1324,20,'591-AX-1'
15,101,2,26,0,15,0,1,5,-999999,-999999,-999999,0,1159,20,'591-AX-1'
-999999,102,1,3,1,16,1,-999999,-999999,-999999,-999999,-999999,1,752,20,'591-AX-1'
50,103,1,60,1,50,1,5,0,-999999,-999999,-999999,0,869,20,'591-AX-1'
3,104,5,55,1,-999999,-999999,0,3,-999999,-999999,-999999,0,814,20,'591-AX-1'
-999999,105,5,7,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,1109,20,'591-AX-1'
1,106,2,2,0,1,0,0,1,-999999,-999999,-999999,0,121,20,'591-AX-1'
41,107,3,31,0,51,1,4,1,-999999,-999999,-999999,0,760,20,'591-AX-1'
7,108,2,20,0,7,0,0,7,-999999,-999999,-999999,0,1494,20,'591-AX-1'
6,109,2,20,0,6,0,0,6,-999999,-999999,-999999,0,878,20,'591-AX-1'
37,110,3,26,0,37,1,3,7,-999999,-999999,-999999,0,512,20,'591-AX-1'
-999999,111,4,7,0,6,1,7,-999999,-999999,-999999,-999999,0,112,20,'591-AX-1'
34,112,2,50,1,34,1,3,4,-999999,-999999,-999999,0,1136,20,'591-AX-1'
-999999,113,4,36,1,20,0,-999999,-999999,-999999,-999999,-999999,1,323,20,'591-AX-1'
37,114,2,50,0,37,0,3,7,-999999,-999999,-999999,0,768,20,'591-AX-1'
20,115,2,36,0,27,0,2,0,-999999,-999999,-999999,0,63,20,'591-AX-1'
41,116,4,3,0,4,1,4,1,-999999,-999999,-999999,0,251,20,'591-AX-1'
13,117,2,30,1,13,1,1,3,-999999,-999999,0,0,596,20,'591-AX-1'
7,118,4,21,0,7,1,0,7,-999999,-999999,-999999,0,930,20,'591-AX-1'
20,119,2,32,1,20,1,2,0,-999999,-999999,-999999,0,179,20,'591-AX-1'
-999999,120,2,6,1,2,1,-999999,-999999,-999999,-999999,-999999,1,332,20,'591-AX-1'
-999999,121,3,23,0,33,1,-999999,-999999,-999999,-999999,-999999,1,1217,20,'591-AX-1'
40,122,2,55,1,40,1,4,0,4,0,-999999,0,854,20,'591-AX-1'
-999999,123,4,3,0,4,1,5,-999999,-999999,-999999,-999999,0,34,20,'591-AX-1'
7,124,1,6,0,25,0,0,7,-999999,-999999,0,0,420,20,'591-AX-1'
-999999,125,4,20,0,7,1,-999999,-999999,-999999,-999999,-999999,1,676,20,'591-AX-1'
20,126,3,3,0,20,1,2,0,-999999,-999999,-999999,0,1248,20,'591-AX-1'
54,127,3,50,0,54,1,5,4,-999999,-999999,1,0,713,20,'591-AX-1'
52,128,1,43,0,52,0,5,2,-999999,-999999,-999999,0,224,20,'591-AX-1'
32,129,1,20,0,32,0,3,2,-999999,-999999,-999999,0,1001,20,'591-AX-1'
-999999,130,2,20,0,1,0,-999999,-999999,-999999,-999999,-999999,1,1241,20,'591-AX-1'
34,131,1,20,1,34,1,3,4,-999999,-999999,-999999,0,1511,20,'591-AX-1'
32,132,4,60,1,42,0,3,2,-999999,-999999,0,0,532,20,'591-AX-1'
27,133,4,40,0,27,1,2,7,-999999,-999999,-999999,0,1274,20,'591-AX-1'
77,134,3,20,0,35,1,7,7,-999999,-999999,-999999,0,1152,20,'591-AX-1'
44,135,3,20,0,44,1,4,4,4,4,-999999,0,1358,20,'591-AX-1'
-999999,136,5,41,1,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,1376,20,'591-AX-1'
56,137,1,56,1,56,1,5,6,-999999,-999999,1,0,234,20,'591-AX-1'
30,138,3,20,1,35,0,3,0,-999999,-999999,-999999,0,18,20,'591-AX-1'
55,139,3,53,0,55,1,5,5,-999999,-999999,1,0,1502,20,'591-AX-1'
20,140,4,37,1,20,0,2,0,-999999,-999999,-999999,0,80,20,'591-AX-1'
27,141,3,20,1,27,0,2,7,-999999,-999999,-999999,0,1093,20,'591-AX-1'
17,142,4,30,1,17,0,1,7,-999999,-999999,-999999,0,282,20,'591-AX-1'
45,143,1,54,1,56,1,4,5,-999999,-999999,-999999,0,1225,20,'591-AX-1'
5,144,2,20,1,5,1,0,5,-999999,-999999,1,0,570,20,'591-AX-1'
22,145,4,37,1,22,0,2,2,-999999,-999999,-999999,0,827,20,'591-AX-1'
31,146,1,33,1,41,1,3,1,-999999,-999999,-999999,0,974,20,'591-AX-1'
-999999,147,4,52,1,37,0,-999999,-999999,-999999,-999999,-999999,1,862,20,'591-AX-1'
14,148,2,32,0,14,0,1,4,-999999,-999999,-999999,0,1431,20,'591-AX-1'
30,149,2,55,1,37,1,3,0,3,7,-999999,0,1422,20,'591-AX-1'
32,150,1,33,1,42,1,3,2,3,2,-999999,0,552,20,'591-AX-1'
-999999,151,3,53,1,57,0,-999999,-999999,-999999,-999999,-999999,1,368,20,'591-AX-1'
71,152,2,20,0,7,0,7,1,-999999,-999999,-999999,0,170,20,'591-AX-1'
6,153,4,20,0,6,1,0,6,-999999,-999999,-999999,0,1018,20,'591-AX-1'
-999999,154,5,4,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,307,20,'591-AX-1'
26,155,4,40,0,26,1,2,6,-999999,-999999,-999999,0,198,20,'591-AX-1'
40,156,3,31,0,50,1,4,0,-999999,-999999,-999999,0,732,20,'591-AX-1'
30,157,4,40,1,30,0,3,0,-999999,-999999,-999999,0,1487,20,'591-AX-1'
6,158,2,21,0,6,0,0,6,-999999,-999999,-999999,0,1454,20,'591-AX-1'
16,159,1,10,1,16,1,1,6,-999999,-999999,-999999,0,1033,20,'591-AX-1'
34,160,3,32,0,45,1,3,4,-999999,-999999,-999999,0,895,20,'591-AX-1'
24,161,1,10,0,24,0,2,4,-999999,-999999,-999999,0,137,20,'591-AX-1'
60,162,1,27,1,52,1,6,0,-999999,-999999,-999999,0,10,20,'591-AX-1'
37,163,3,22,0,37,1,3,7,-999999,-999999,-999999,0,797,20,'591-AX-1'
17,164,4,32,0,17,1,1,7,-999999,-999999,-999999,0,216,20,'591-AX-1'
40,165,2,57,1,40,1,4,0,-999999,-999999,-999999,0,1315,20,'591-AX-1'
15,166,2,31,0,15,0,1,5,-999999,-999999,-999999,0,983,20,'591-AX-1'
20,167,4,32,1,20,0,2,0,-999999,-999999,-999999,0,458,20,'591-AX-1'
23,168,2,37,1,24,1,2,3,-999999,-999999,-999999,0,613,20,'591-AX-1'
20,169,1,7,1,20,1,2,0,-999999,-999999,-999999,0,1339,20,'591-AX-1'
6,170,4,7,1,6,0,0,6,-999999,-999999,-999999,0,1085,20,'591-AX-1'
57,171,3,57,0,57,1,5,7,5,7,-999999,0,1307,20,'591-AX-1'
45,172,3,27,0,45,1,4,5,-999999,-999999,-999999,0,1282,20,'591-AX-1'
4,173,2,23,0,4,0,0,4,-999999,-999999,-999999,0,153,20,'591-AX-1'
3,174,5,20,1,-999999,-999999,0,3,-999999,-999999,-999999,0,652,20,'591-AX-1'
60,175,3,57,0,60,1,6,0,-999999,-999999,-999999,0,400,20,'591-AX-1'
1,1,4,11,1,6,0,0,1,-999999,-999999,-999999,0,620,21,'591-AY-1'
4,2,3,1,1,5,0,0,4,-999999,-999999,-999999,0,1453,21,'591-AY-1'
11,3,4,20,1,4,0,1,1,-999999,-999999,-999999,0,1103,21,'591-AY-1'
35,4,1,30,1,37,1,3,5,-999999,-999999,1,0,87,21,'591-AY-1'
22,5,3,20,1,23,0,2,2,-999999,-999999,-999999,0,549,21,'591-AY-1'
20,6,3,11,1,25,0,2,0,-999999,-999999,-999999,0,1145,21,'591-AY-1'
4,7,2,2,0,1,0,0,4,-999999,-999999,-999999,0,147,21,'591-AY-1'
20,8,5,20,1,-999999,-999999,2,0,-999999,-999999,-999999,0,712,21,'591-AY-1'
25,9,1,20,1,25,1,2,5,-999999,-999999,-999999,0,920,21,'591-AY-1'
20,10,1,20,1,20,1,2,0,2,0,-999999,0,190,21,'591-AY-1'
40,11,3,40,0,42,1,4,0,-999999,-999999,-999999,0,877,21,'591-AY-1'
11,12,2,30,1,13,1,1,1,-999999,-999999,-999999,0,106,21,'591-AY-1'
11,13,4,11,1,7,0,1,1,-999999,-999999,1,0,575,21,'591-AY-1'
22,14,1,20,0,25,0,2,2,-999999,-999999,-999999,0,154,21,'591-AY-1'
22,15,4,14,1,7,0,2,2,-999999,-999999,-999999,0,1445,21,'591-AY-1'
33,16,1,27,1,27,1,3,3,-999999,-999999,-999999,0,1309,21,'591-AY-1'
-999999,17,2,1,1,60,1,-999999,-999999,-999999,-999999,-999999,1,279,21,'591-AY-1'
10,18,4,11,0,10,1,1,0,-999999,-999999,-999999,0,936,21,'591-AY-1'
21,19,2,20,1,7,1,2,1,-999999,-999999,-999999,0,1076,21,'591-AY-1'
35,20,1,30,1,44,1,3,5,-999999,-999999,1,0,854,21,'591-AY-1'
11,21,3,11,0,17,1,1,1,1,7,-999999,0,430,21,'591-AY-1'
20,22,5,20,1,-999999,-999999,2,0,-999999,-999999,-999999,0,868,21,'591-AY-1'
17,23,2,15,1,7,1,1,7,-999999,-999999,-999999,0,648,21,'591-AY-1'
-999999,24,3,30,1,33,0,-999999,-999999,-999999,-999999,0,1,1164,21,'591-AY-1'
20,25,5,30,1,-999999,-999999,2,0,-999999,-999999,-999999,0,474,21,'591-AY-1'
11,26,3,10,1,15,0,1,1,-999999,-999999,-999999,0,1461,21,'591-AY-1'
44,27,2,44,1,24,1,4,4,-999999,-999999,-999999,0,1283,21,'591-AY-1'
3,28,2,3,1,2,1,0,3,-999999,-999999,-999999,0,239,21,'591-AY-1'
-999999,29,4,30,1,20,0,-999999,-999999,-999999,-999999,0,1,1435,21,'591-AY-1'
22,30,3,10,1,22,0,2,2,-999999,-999999,0,0,1276,21,'591-AY-1'
33,31,3,33,1,41,0,3,3,-999999,-999999,-999999,0,54,21,'591-AY-1'
22,32,2,20,0,4,0,2,2,-999999,-999999,-999999,0,743,21,'591-AY-1'
1,33,4,1,1,7,0,0,1,-999999,-999999,1,0,1086,21,'591-AY-1'
10,34,5,10,0,-999999,-999999,1,0,-999999,-999999,-999999,0,806,21,'591-AY-1'
15,35,2,10,1,6,1,1,5,-999999,-999999,-999999,0,1130,21,'591-AY-1'
4,36,4,1,0,14,1,0,4,-999999,-999999,-999999,0,1191,21,'591-AY-1'
30,37,5,30,0,-999999,-999999,3,0,-999999,-999999,-999999,0,1291,21,'591-AY-1'
33,38,2,33,0,21,0,3,3,-999999,-999999,-999999,0,1028,21,'591-AY-1'
-999999,39,2,4,1,2,1,-999999,-999999,-999999,-999999,-999999,1,438,21,'591-AY-1'
40,40,5,40,0,-999999,-999999,4,0,-999999,-999999,-999999,0,489,21,'591-AY-1'
-999999,41,5,20,1,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,736,21,'591-AY-1'
22,42,3,20,1,22,0,2,2,-999999,-999999,-999999,0,1369,21,'591-AY-1'
-999999,43,1,22,0,32,0,-999999,-999999,-999999,-999999,0,1,1361,21,'591-AY-1'
20,44,4,20,1,10,0,2,0,-999999,-999999,-999999,0,695,21,'591-AY-1'
7,45,3,10,1,15,0,0,7,-999999,-999999,-999999,0,557,21,'591-AY-1'
44,46,1,40,1,47,1,4,4,-999999,-999999,-999999,0,1060,21,'591-AY-1'
10,47,4,10,0,10,1,1,0,-999999,-999999,-999999,0,402,21,'591-AY-1'
-999999,48,4,20,1,10,0,-999999,-999999,-999999,-999999,-999999,1,1326,21,'591-AY-1'
-999999,49,2,11,0,7,0,-999999,-999999,-999999,-999999,-999999,1,385,21,'591-AY-1'
22,50,2,20,1,4,1,2,2,-999999,-999999,-999999,0,1351,21,'591-AY-1'
4,51,2,10,0,3,0,0,4,-999999,-999999,-999999,0,1096,21,'591-AY-1'
33,52,5,20,1,-999999,-999999,3,3,-999999,-999999,-999999,0,952,21,'591-AY-1'
33,53,4,44,1,40,0,3,3,-999999,-999999,-999999,0,602,21,'591-AY-1'
4,54,3,4,1,7,0,0,4,-999999,-999999,-999999,0,910,21,'591-AY-1'
-999999,55,1,40,0,52,0,-999999,-999999,-999999,-999999,-999999,1,1232,21,'591-AY-1'
12,56,3,12,1,17,0,1,2,-999999,-999999,-999999,0,1343,21,'591-AY-1'
22,57,4,30,0,17,1,2,2,-999999,-999999,-999999,0,1393,21,'591-AY-1'
33,58,1,30,1,30,1,3,3,-999999,-999999,-999999,0,447,21,'591-AY-1'
22,59,1,20,0,24,0,2,2,-999999,-999999,-999999,0,533,21,'591-AY-1'
7,60,3,4,1,11,0,0,7,-999999,-999999,-999999,0,1120,21,'591-AY-1'
33,61,3,30,1,36,0,3,3,-999999,-999999,-999999,0,1019,21,'591-AY-1'
11,62,2,10,0,6,0,1,1,-999999,-999999,-999999,0,1173,21,'591-AY-1'
20,63,4,20,1,10,0,2,0,-999999,-999999,-999999,0,1153,21,'591-AY-1'
33,64,1,30,1,32,1,3,3,-999999,-999999,-999999,0,45,21,'591-AY-1'
22,65,4,20,1,5,0,2,2,-999999,-999999,-999999,0,1422,21,'591-AY-1'
30,66,2,30,0,20,0,3,0,-999999,-999999,-999999,0,69,21,'591-AY-1'
22,67,1,10,1,22,1,2,2,-999999,-999999,-999999,0,1334,21,'591-AY-1'
10,68,3,10,1,12,0,1,0,-999999,-999999,-999999,0,172,21,'591-AY-1'
-999999,69,4,27,0,14,1,-999999,-999999,-999999,-999999,-999999,1,728,21,'591-AY-1'
2,70,3,1,1,11,0,0,2,-999999,-999999,-999999,0,497,21,'591-AY-1'
11,71,4,14,1,13,0,1,1,-999999,-999999,-999999,0,789,21,'591-AY-1'
11,72,4,11,0,10,1,1,1,1,0,-999999,0,703,21,'591-AY-1'
30,73,2,30,0,14,0,3,0,-999999,-999999,-999999,0,338,21,'591-AY-1'
10,74,4,10,0,7,1,1,0,-999999,-999999,-999999,0,542,21,'591-AY-1'
7,75,2,4,0,3,0,0,7,-999999,-999999,-999999,0,680,21,'591-AY-1'
3,76,2,4,0,2,0,0,3,-999999,-999999,0,0,585,21,'591-AY-1'
15,77,1,10,0,17,0,1,5,-999999,-999999,-999999,0,513,21,'591-AY-1'
35,78,3,30,0,41,1,3,5,-999999,-999999,-999999,0,565,21,'591-AY-1'
33,79,1,30,0,36,0,3,3,-999999,-999999,-999999,0,113,21,'591-AY-1'
40,80,1,30,0,40,0,4,0,-999999,-999999,-999999,0,456,21,'591-AY-1'
40,81,2,40,0,25,0,4,0,-999999,-999999,-999999,0,985,21,'591-AY-1'
17,82,3,20,1,31,0,1,7,-999999,-999999,-999999,0,295,21,'591-AY-1'
22,83,1,20,0,27,0,2,2,-999999,-999999,-999999,0,969,21,'591-AY-1'
-999999,84,5,10,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,944,21,'591-AY-1'
15,85,1,10,0,17,0,1,5,-999999,-999999,-999999,0,656,21,'591-AY-1'
22,86,4,30,1,13,0,2,2,-999999,-999999,-999999,0,364,21,'591-AY-1'
5,87,1,1,0,6,0,0,5,-999999,-999999,-999999,0,505,21,'591-AY-1'
11,88,2,11,0,7,0,1,1,-999999,-999999,-999999,0,1266,21,'591-AY-1'
33,89,1,30,0,34,0,3,3,-999999,-999999,-999999,0,885,21,'591-AY-1'
20,90,4,20,0,10,1,2,0,-999999,-999999,-999999,0,1138,21,'591-AY-1'
10,91,4,10,0,10,1,1,0,-999999,-999999,-999999,0,208,21,'591-AY-1'
20,92,2,20,0,6,0,2,0,-999999,-999999,-999999,0,1251,21,'591-AY-1'
15,93,1,10,0,17,0,1,5,-999999,-999999,-999999,0,122,21,'591-AY-1'
33,94,4,40,0,23,1,3,3,-999999,-999999,-999999,0,312,21,'591-AY-1'
22,95,1,20,1,33,1,2,2,-999999,-999999,-999999,0,130,21,'591-AY-1'
40,96,1,30,1,30,1,4,0,-999999,-999999,-999999,0,1415,21,'591-AY-1'
15,97,4,20,0,6,1,1,5,-999999,-999999,-999999,0,302,21,'591-AY-1'
22,98,1,11,0,22,0,2,2,-999999,-999999,-999999,0,1208,21,'591-AY-1'
-999999,99,3,20,0,27,1,-999999,-999999,-999999,-999999,-999999,1,249,21,'591-AY-1'
33,100,1,30,1,42,1,3,3,-999999,-999999,-999999,0,481,21,'591-AY-1'
11,101,2,10,0,4,0,1,1,-999999,-999999,-999999,0,393,21,'591-AY-1'
2,102,3,2,1,11,0,0,2,-999999,-999999,0,0,524,21,'591-AY-1'
11,103,5,10,0,-999999,-999999,1,1,-999999,-999999,-999999,0,164,21,'591-AY-1'
-999999,104,5,30,1,-999999,-999999,-999999,-999999,-999999,-999999,-999999,1,640,21,'591-AY-1'
11,105,4,11,0,10,1,1,1,-999999,-999999,-999999,0,764,21,'591-AY-1'
33,106,3,30,1,41,0,3,3,-999999,-999999,-999999,0,1400,21,'591-AY-1'
20,107,2,10,1,4,1,2,0,-999999,-999999,-999999,0,287,21,'591-AY-1'
11,108,4,22,1,10,0,1,1,-999999,-999999,-999999,0,594,21,'591-AY-1'
11,109,1,4,1,10,1,1,1,-999999,-999999,-999999,0,961,21,'591-AY-1'
11,110,4,30,0,16,1,1,1,-999999,-999999,-999999,0,28,21,'591-AY-1'
-999999,111,1,2,0,7,0,7,-999999,-999999,-999999,-999999,0,1012,21,'591-AY-1'
11,112,2,11,1,4,1,1,1,-999999,-999999,-999999,0,320,21,'591-AY-1'
22,113,3,30,0,41,1,2,2,-999999,-999999,-999999,0,720,21,'591-AY-1'
33,114,1,30,1,37,1,3,3,3,7,-999999,0,1243,21,'591-AY-1'
-999999,115,2,32,0,17,0,-999999,-999999,1,7,-999999,1,412,21,'591-AY-1'
11,116,3,11,1,15,0,1,1,-999999,-999999,-999999,0,672,21,'591-AY-1'
-999999,117,4,30,1,17,0,-999999,-999999,-999999,-999999,-999999,1,1199,21,'591-AY-1'
10,118,2,10,1,5,1,1,0,-999999,-999999,-999999,0,927,21,'591-AY-1'
40,119,3,40,1,45,0,4,0,-999999,-999999,-999999,0,1377,21,'591-AY-1'
22,120,4,20,1,16,0,2,2,-999999,-999999,-999999,0,977,21,'591-AY-1'
22,121,1,4,1,13,1,2,2,-999999,-999999,-999999,0,465,21,'591-AY-1'
10,122,4,10,1,7,0,1,0,-999999,-999999,-999999,0,1258,21,'591-AY-1'
1,123,3,1,1,6,0,0,1,-999999,-999999,-999999,0,1002,21,'591-AY-1'
44,124,1,40,1,44,1,4,4,-999999,-999999,-999999,0,1498,21,'591-AY-1'
-999999,125,1,14,0,15,0,-999999,-999999,-999999,-999999,-999999,1,781,21,'591-AY-1'
33,126,4,40,1,25,0,3,3,-999999,-999999,-999999,0,376,21,'591-AY-1'
20,127,5,20,0,-999999,-999999,2,0,-999999,-999999,-999999,0,772,21,'591-AY-1'
